Problem,Rationale,options,correct,annotated_formula,linear_formula,category
"in a garden , there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 2 / 3 and picking a straight flower is 1 / 2 , then what is the probability of picking a flower which is yellow and straight","""good question . so we have a garden where all the flowers have two properties : color ( green or yellow ) and shape ( straight or curved ) . we ' re told that 2 / 3 of the garden is green , so , since all the flowers must be either green or yellow , we know that 1 / 3 are yellow . we ' re also told there is an equal probability of straight or curved , 1 / 2 . we want to find out the probability of something being yellow and straight , pr ( yellow and straight ) . so if we recall , the probability of two unique events occurring simultaneously is the product of the two probabilities , pr ( a and b ) = p ( a ) * p ( b ) . so we multiply the two probabilities , pr ( yellow ) * pr ( straight ) = 1 / 3 * 1 / 2 = 1 / 6 , or a .""","a ) 1 / 6 , b ) 1 / 8 , c ) 1 / 4 , d ) 3 / 4 , e ) 7 / 8",a,"multiply(subtract(1, divide(2, 3)), divide(1, 2))","divide(n2,n3)|divide(n0,n1)|subtract(n2,#1)|multiply(#0,#2)|",probability
in a throw of a coin find the probability of getting a head ?,"s = { h , t } e = { h } p ( e ) = 1 / 2 answer is a","a ) 1 / 2 , b ) 1 / 3 , c ) 1 / 4 , d ) 2 / 3 , e ) 2 / 5",a,"divide(const_1, const_2)","divide(const_1,const_2)",probability
"the maitre ' d at an expensive manhattan restaurant has noticed that 60 % of the couples order dessert and coffee . however , 20 % of the couples who order dessert do n ' t order coffee . what is the probability r that the next couple the maitre ' d seats will not order dessert ?","could you use a venn diagram and just go with the number 100 . 60 people order dessert and coffee . . . which is the union of d and c . r = 2 / 10 of d are n ' t in d u c = so 8 / 10 of d are in duc which means = 60 = 8 / 10 d . so d in total = 75 , and 15 d ' s are n ' t in d union c . which means 25 people are in c only + neither . b 25 %","a ) 20 % , b ) 25 % , c ) 40 % , d ) 60 % , e ) 75 %",b,"multiply(subtract(const_1, divide(divide(60, multiply(multiply(const_2, const_5), multiply(const_2, const_5))), subtract(const_1, divide(20, multiply(multiply(const_2, const_5), multiply(const_2, const_5)))))), multiply(multiply(const_2, const_5), multiply(const_2, const_5)))","multiply(const_2,const_5)|multiply(#0,#0)|divide(n0,#1)|divide(n1,#1)|subtract(const_1,#3)|divide(#2,#4)|subtract(const_1,#5)|multiply(#1,#6)",probability
"if a coin is flipped , the probability that the coin will land tails is 1 / 2 . if the coin is flipped 4 times , what is the probability that it will land tails up on the first 2 flips and not on the last 2 flips ?",( 1 / 2 ) * ( 1 / 2 ) * ( 1 / 2 ) * ( 1 / 2 ) = 1 / 16 answer : d,"a ) 1 / 4 , b ) 1 / 8 , c ) 1 / 2 , d ) 1 / 16 , e ) 1 / 32",d,"inverse(power(2, 4))","power(n1,n2)|inverse(#0)|",probability
three unbiased coins are tossed . what is the probability of getting 3 heads ?,"""let , h - - > head , t - - > tail here s = { ttt , tth , tht , htt , thh , hth , hht , hhh } let e = event of getting 3 heads then e = { hhh } p ( e ) = n ( e ) / n ( s ) = 1 / 8""","a ) 3 / 4 , b ) 1 / 4 , c ) 3 / 8 , d ) 7 / 8 , e ) 1 / 8",e,"negate_prob(divide(const_1, power(const_2, const_3)))","power(const_2,const_3)|divide(const_1,#0)|negate_prob(#1)|",probability
"kim has 6 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 12 shoes , what is the probability that she will select 2 shoes of the same color ?",total pairs = 12 c 2 = 66 ; same color pairs = 6 c 1 * 1 c 1 = 6 ; prob = 1 / 11 ans d,"a ) 2 / 5 , b ) 1 / 5 , c ) 1 / 9 , d ) 1 / 11 , e ) 1 / 25",d,"divide(6, choose(12, 2))","choose(n2,n1)|divide(n0,#0)",probability
in a throw of dice what is the probability of ge æ « ing number greater than 2,"""explanation : number greater than 2 is 3 , 4 , 5 & 6 , so only 4 number total cases of dice = [ 1,2 , 3,4 , 5,6 ] so probability = 4 / 6 = 2 / 3 answer : a""","a ) 2 / 3 , b ) 1 / 3 , c ) 1 / 5 , d ) 1 / 6 , e ) none of these",a,"divide(subtract(const_6, 2), const_6)","subtract(const_6,n0)|divide(#0,const_6)|",probability
"the membership of a committee consists of 4 english teachers , 2 mathematics teachers , and 2 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be english teachers ?","""probability of first member an english teacher = 3 / 8 probability of second member an english teacher = 2 / 8 probability of both being english teacher = 3 / 8 x 2 / 7 = 3 / 28 ( e )""","a ) 2 / 3 , b ) 1 / 3 , c ) 2 / 9 , d ) 1 / 12 , e ) 3 / 28",e,"multiply(divide(4, add(add(4, 2), 2)), divide(2, subtract(add(add(4, 2), 2), const_1)))","add(n0,n1)|add(n2,#0)|divide(n0,#1)|subtract(#1,const_1)|divide(n2,#3)|multiply(#2,#4)|",probability
"kim has 4 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 8 shoes , what is the probability that she will select 2 shoes of the same color ?","""total pairs = 8 c 2 = 28 ; same color pairs = 4 c 1 * 1 c 1 = 4 ; prob = 1 / 7 ans a""","a ) 1 / 7 , b ) 1 / 8 , c ) 1 / 9 , d ) 1 / 10 , e ) 1 / 25",a,"divide(4, choose(8, 2))","choose(n2,n1)|divide(n0,#0)|",probability
"two cards are drawn together from a pack of 52 cards . the probability that one is a spade and one is a heart , is :","""n ( s ) = ( 52 x 51 ) / ( 2 x 1 ) = 1326 . let e = event of getting 1 spade and 1 heart . n ( e ) = number of ways of choosing 1 spade out of 13 and 1 heart out of 13 = ( 13 x 13 ) = 169 . p ( e ) = n ( e ) / n ( s ) 169 / 1326 = 13 / 102 answer e""","a ) 2 / 109 , b ) 7 / 109 , c ) 8 / 223 , d ) 14 / 263 , e ) 13 / 102",e,"multiply(divide(multiply(divide(52, const_4), divide(52, const_4)), multiply(52, 52)), const_2)","divide(n0,const_4)|multiply(n0,n0)|multiply(#0,#0)|divide(#2,#1)|multiply(#3,const_2)|",probability
"there are 11 boys and 10 girls in a class . if three students are selected at random , in how many ways that 3 girl & 2 boys are selected ?","""e = event that 3 girl and 2 boys are selected n ( e ) = we have to select 2 boys from 11 and 3 girl from 10 = 11 c 2 * 10 c 3 = 6600 ans - a""","a ) 6600 , b ) 1300 , c ) 6780 , d ) 1976 , e ) 2448",a,"multiply(choose(11, 2), choose(10, 3))","choose(n0,n3)|choose(n1,n2)|multiply(#0,#1)|",probability
"on a ranch , a rancher can place a loop of rope , called a lasso , once in every 2 throws around a cow ’ s neck . what is the probability that the rancher will be able to place a lasso around a cow ’ s neck at least once in 6 attempts ?","""p ( missing all 6 ) = ( 1 / 2 ) ^ 6 = 1 / 64 p ( success on at least one attempt ) = 1 - 1 / 64 = 63 / 64 the answer is e .""","a ) 3 / 4 , b ) 7 / 8 , c ) 15 / 16 , d ) 31 / 32 , e ) 63 / 64",e,"subtract(const_1, power(divide(const_1, 2), 6))","divide(const_1,n0)|power(#0,n1)|subtract(const_1,#1)|",probability
"there are 13 boys and 10 girls in a class . if three students are selected at random , in how many ways that 1 girl & 2 boys are selected ?",n ( s ) = sample space = 23 c 3 = 1771 e = event that 1 girl and 2 boys are selected n ( e ) = we have to select 2 boys from 13 and 1 girl from 10 = 13 c 2 * 10 c 1 = 780 ans - c,"a ) 120 , b ) 480 , c ) 780 , d ) 720 , e ) 800",c,"multiply(choose(13, 2), choose(10, 1))","choose(n0,n3)|choose(n1,n2)|multiply(#0,#1)",probability
"how many different pairs of numbers ( s , t ) such that s = 3 t can be obtained if s and t are selected from the set of number { 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 }","given s = 3 t t can take 0,1 , 2,3 , 4 and so s = 0,3 , 6,9 , 12 4 such pairs can be formed . answer e","a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",e,"add(divide(12, 3), const_1)","divide(n13,n0)|add(#0,const_1)",probability
three unbiased coins are tossed . what is the probability of getting at most 2 heads ?,"""here s = { ttt , tth , tht , htt , thh , hth , hht , hhh } let e = event of getting at least two heads = { ttt , tth , tht , htt , thh , hth , hht } p ( e ) = n ( e ) / n ( s ) = 7 / 8 . answer a .""","a ) 7 / 8 , b ) 5 / 8 , c ) 3 / 8 , d ) 7 / 5 , e ) 3 / 5",a,"negate_prob(divide(const_1, power(const_2, const_3)))","power(const_2,const_3)|divide(const_1,#0)|negate_prob(#1)|",probability
"a bag consists of 20 marbles , of which 6 are blue , 9 are red , and the remainder are white . if lisa is to select a marble from the bag at random , what is the probability that the marble will be red or white ?","""bag consists of 20 marbles , of which 6 are blue , 9 are red remainder are white . so , white = 20 - 6 - 9 = 5 . probability that the marble will be red or white = probability that the marble will be red + probability that the marble will be white probability that the marble will be red or white = 9 / 20 + 5 / 20 = 14 / 20 = 7 / 10 hence , answer will be a .""","a ) 7 / 10 , b ) 2 / 4 , c ) 1 / 4 , d ) 1 / 8 , e ) 1 / 16",a,"divide(add(subtract(20, add(6, 9)), 9), 20)","add(n1,n2)|subtract(n0,#0)|add(n2,#1)|divide(#2,n0)|",probability
"a jar contains only red , yellow , and orange marbles . if there are 1 red , 5 yellow , and 4 orange marbles , and 3 marbles are chosen from the jar at random without replacing any of them , what is the probability that 2 yellow , 1 red , and no orange marbles will be chosen ?","""i started by finding the 2 probabilities , without calculation , like this : p ( yyr ) p ( yry ) p ( ryy ) i calculated the first one and ended in 1 / 22 . i looked at the answer choices at this point and saw answer d : 1 / 45 . this helped me realise that for the 3 possible orderings the probabbility is the same . so , it should be ( 1 / 45 ) * ( 1 ) , which indeed is 1 / 45 . b""","a ) 1 / 60 , b ) 1 / 45 , c ) 2 / 45 , d ) 3 / 22 , e ) 5 / 22",b,"divide(multiply(choose(5, 2), choose(1, 1)), choose(add(add(5, 4), 1), 1))","add(n1,n2)|choose(n1,n4)|choose(n0,n5)|add(n0,#0)|multiply(#1,#2)|choose(#3,n0)|divide(#4,#5)|",probability
a father purchased dress for his 3 daughters . the dresses are of same color but diff size and they are kept in dark room . what is probability that all the 3 will not choose there own dress ?,explanation : let 1 st girl come and she choose wrong dress so probability of that girl to choose wrong dress out of 3 is = 2 / 3 . now 2 nd girl come nd she choose wrong dress so probability of that girl to choose wrong dress out of 2 is 1 / 2 . now for 3 rd girl probability is 1 to choose wrong dress . so probability tht all the 3 wil not choose der own dress is = 2 / 3 * 1 / 2 * 1 = 1 / 3 . hence ( a ) is the correct answer . answer : a,"a ) 1 / 3 , b ) 2 / 3 , c ) 1 / 2 , d ) 3 / 4 , e ) 3 / 7",a,"divide(choose(const_2, const_1), factorial(const_3))","choose(const_2,const_1)|factorial(const_3)|divide(#0,#1)",probability
there are 20 students in a class . in how many different ways can a committee of 3 students be formed ?,"""20 c 3 = 20 * 19 * 18 / 6 = 1140 the answer is d .""","a ) 650 , b ) 730 , c ) 980 , d ) 1140 , e ) 1480",d,"multiply(subtract(const_1, divide(3, 20)), 20)","divide(n1,n0)|subtract(const_1,#0)|multiply(#1,n0)|",probability
"from a pack of 52 cards , 1 card is drawn at random . find the probability of a face card drawn","""explanation : total number of cases = 52 total face cards = 16 [ favourable cases ] so probability = 16 / 52 = 4 / 13 answer : a""","a ) 4 / 13 , b ) 1 / 52 , c ) 1 / 4 , d ) 1 / 5 , e ) none of above",a,"divide(multiply(const_4, const_3), 52)","multiply(const_3,const_4)|divide(#0,n0)|",probability
"a question paper has 2 parts , a & b , each containing 6 questions . if a student has to choose 4 from part a & 3 from part b , in how many ways can he choose the questions ?","""there 6 questions in part a out of which 4 question can be chosen as = 6 c 4 . similarly , 3 questions can be chosen from 6 questions of part b as = 6 c 3 . hence , total number of ways , = 6 c 4 * 6 c 3 = [ 6 ! / ( 2 ! 4 ! ) ] * [ 6 ! / ( 3 ! * 3 ! ) ] = { 15 } * { 6 * 5 * 4 * 3 / ( 3 * 2 * 1 ) } = 300 . d""","a ) 100 , b ) 200 , c ) 350 , d ) 150 , e ) 140",d,"divide(multiply(choose(6, 4), choose(6, 3)), 6)","choose(n1,n2)|choose(n1,n3)|multiply(#0,#1)|divide(#2,n1)|",probability
"three unbiased coins are tossed , what is the probability of getting at least 2 tails ?","""total cases are = 2 ^ 3 = 8 favoured cases = [ tth , tht , htt , ttt ] = 4 probability = 4 / 8 = 1 / 2 answer d""","a ) 1 / 5 , b ) 1 / 7 , c ) 1 / 8 , d ) 1 / 2 , e ) 1 / 10",d,"negate_prob(divide(const_1, power(const_2, const_3)))","power(const_2,const_3)|divide(const_1,#0)|negate_prob(#1)|",probability
"a child want to buy 5 new toys . if there are 15 toys that satisfy the child ' s criteria , in how many different ways can the child select the 5 new toys if the order of selection does n ' t matter .",the number of ways of choosing 5 toys out of 15 are counted by = 15 c 5 ways = 3003 answer : option c,"a ) 210 , b ) 1365 , c ) 3003 , d ) 5005 , e ) 3030",c,"choose(15, 5)","choose(n1,n0)",probability
a bag contains 6 black and 6 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,"""let number of balls = ( 6 + 6 ) = 12 . number of white balls = 6 . p ( drawing a white ball ) = 6 / 12 = 1 / 2 . option b .""","a ) 3 / 4 , b ) 1 / 2 , c ) 1 / 7 , d ) 1 / 8 , e ) 4 / 3",b,"divide(add(divide(divide(factorial(6), factorial(subtract(6, const_2))), factorial(const_2)), divide(divide(factorial(6), factorial(subtract(6, const_2))), factorial(const_2))), divide(divide(factorial(add(6, 6)), factorial(subtract(add(6, 6), const_2))), factorial(const_2)))","add(n0,n1)|factorial(n1)|factorial(const_2)|factorial(n0)|subtract(n1,const_2)|subtract(n0,const_2)|factorial(#4)|factorial(#5)|factorial(#0)|subtract(#0,const_2)|divide(#1,#6)|divide(#3,#7)|factorial(#9)|divide(#10,#2)|divide(#11,#2)|divide(#8,#12)|add(#13,#14)|divide(#15,#2)|divide(#16,#17)|",probability
there is a 75 % chance that tigers will not win at all during the whole season . there is a 25 % chance that germany will not play at all in the whole season . what is the greatest possible probability that the tigers will win and germany will play during the season ?,there is a 75 % chance that tigers will not win at all during the whole season we can infer that there is 25 % chance tigers will win . similarly there is a 25 % chance that germany will not play at all in the whole season we can also infer that there is 75 % chance that germany will play . answer d,"a ) 55 % , b ) 60 % , c ) 70 % , d ) 75 % , e ) 80 %",d,"multiply(subtract(const_1, divide(25, multiply(multiply(const_2, const_5), multiply(const_2, const_5)))), subtract(const_1, divide(75, multiply(multiply(const_2, const_5), multiply(const_2, const_5)))))","multiply(const_2,const_5)|multiply(#0,#0)|divide(n1,#1)|divide(n0,#1)|subtract(const_1,#2)|subtract(const_1,#3)|multiply(#4,#5)",probability
"how many positive integers less than 600 can be formed using the numbers 1 , 2 , 3 and 5 for the digits ?","""notice that we can find the number of 2 and 3 digit numbers by just assuming the first digit can also be zero : 0 1 1 1 2 2 2 3 3 3 5 5 5 5 5 number of possibilities = 5 * 4 * 4 = 80 . then , just add up the number of 1 digits numbers = 4 , so total is 80 + 4 = 84 . answer : e""","a ) 48 , b ) 52 , c ) 66 , d ) 68 , e ) 84",e,"divide(factorial(subtract(add(const_4, 1), const_1)), multiply(factorial(1), factorial(subtract(const_4, const_1))))","add(n1,const_4)|factorial(n1)|subtract(const_4,const_1)|factorial(#2)|subtract(#0,const_1)|factorial(#4)|multiply(#1,#3)|divide(#5,#6)|",probability
what is the probability of having 53 fridays in an ordinary year,"""1 / 7 because 53 friday in ordinary year then 53 * 7 = 371 ( 53 / 371 = 1 / 7 ) answer : c""","a ) 1 / 5 , b ) 1 / 6 , c ) 1 / 7 , d ) 1 / 8 , e ) 1 / 9",c,"divide(const_2, choose(add(const_3, const_3), const_3))","add(const_3,const_3)|choose(#0,const_3)|divide(const_2,#1)|",probability
"a bag contains 3 red , 5 yellow and 4 green balls . 3 balls are drawn randomly . what is the probability that balls drawn contain exactly two green balls ?",total number of balls = 3 + 5 + 4 = 12 n ( s ) = 12 c 3 = 12 * 11 * 10 / 3 * 2 = 220 n ( e ) = 4 c 2 * 8 c 1 = 6 * 8 = 48 probability = 48 / 220 = 12 / 55 answer is c,"a ) 9 / 16 , b ) 7 / 18 , c ) 12 / 55 , d ) 14 / 67 , e ) 19 / 87",c,"divide(multiply(choose(4, const_2), choose(add(3, 5), const_1)), choose(add(add(3, 5), 4), 3))","add(n0,n1)|choose(n2,const_2)|add(n2,#0)|choose(#0,const_1)|choose(#2,n0)|multiply(#1,#3)|divide(#5,#4)",probability
"the letters o , l and t are rearranged to form the word ' lot ' . find its probability .","explanation : there are total 3 letters . the probability that o gets the first position is 1 / 3 . likewise , probability for l and t are 1 / 2 and 1 / 1 . hence , the required probability is : - = > ( 1 / 3 ) x ( 1 / 2 ) x 1 . = > 1 / 6 . answer : e","a ) 1 / 18 , b ) 1 / 12 , c ) 1 / 4 , d ) 1 / 8 , e ) 1 / 6",e,"divide(const_1, factorial(const_3))","factorial(const_3)|divide(const_1,#0)",probability
"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 200 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?","""number of newborns that can die in first month = 1 / 10 * 200 = 20 survived = 180 number of newborns that can die in second month = 1 / 10 * 180 = 18 survived = 162 number of newborns that can die in third month = 1 / 10 * 162 = 16 survived = 146 answer : b""","a ) 140 , b ) 146 , c ) 152 , d ) 162 , e ) 170",b,"multiply(multiply(multiply(200, subtract(1, divide(1, 10))), subtract(1, divide(1, 10))), subtract(1, divide(1, 10)))","divide(n1,n2)|subtract(n1,#0)|multiply(n3,#1)|multiply(#2,#1)|multiply(#3,#1)|",probability
